email,company,city,region,referral_code,referral_link
hello@blushandbloomweddings.com,Blush & Bloom Weddings,Minneapolis,MN,BLUSHBLOOM0393,https://cardcraft-saas.vercel.app?ref=BLUSHBLOOM0393
info@inthetrenchesevents.com,In the Trenches Events,Milwaukee,WI,INTHETRENCH0394,https://cardcraft-saas.vercel.app?ref=INTHETRENCH0394
hello@engagedweddingplanning.com,Engaged Wedding Planning,Milwaukee,WI,ENGAGEDWED0395,https://cardcraft-saas.vercel.app?ref=ENGAGEDWED0395
info@whiteorchidweddings.com,White Orchid Weddings,Milwaukee,WI,WHITEORCHI0396,https://cardcraft-saas.vercel.app?ref=WHITEORCHI0396
hello@perfectlyplannedmke.com,Perfectly Planned MKE,Milwaukee,WI,PERFECTLYP0397,https://cardcraft-saas.vercel.app?ref=PERFECTLYP0397
info@elevatedweddingplanning.com,Elevated Wedding Planning,Milwaukee,WI,ELEVATEDWE0398,https://cardcraft-saas.vercel.app?ref=ELEVATEDWE0398
hello@somethingbluemke.com,Something Blue MKE,Milwaukee,WI,SOMETHINGB0399,https://cardcraft-saas.vercel.app?ref=SOMETHINGB0399
info@velvetparkweddings.com,Velvet Park Weddings,Milwaukee,WI,VELVETPARK0400,https://cardcraft-saas.vercel.app?ref=VELVETPARK0400
hello@wildwoodweddingswi.com,Wildwood Weddings,Milwaukee,WI,WILDWOODWE0401,https://cardcraft-saas.vercel.app?ref=WILDWOODWE0401
info@weddingsofmadison.com,Weddings of Madison,Milwaukee,WI,WEDDINGSOF0402,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0402
hello@lakeweddingco.com,Lake Wedding Co,Milwaukee,WI,LAKEWEDDIN0403,https://cardcraft-saas.vercel.app?ref=LAKEWEDDIN0403
info@annarborweddingplanners.com,Ann Arbor Wedding Planners,Detroit,MI,ANNARBORWE0404,https://cardcraft-saas.vercel.app?ref=ANNARBORWE0404
hello@michiganweddingplanners.com,Michigan Wedding Planners,Detroit,MI,MICHIGANWE0405,https://cardcraft-saas.vercel.app?ref=MICHIGANWE0405
info@detroitweddingco.com,Detroit Wedding Co,Detroit,MI,DETROITWED0406,https://cardcraft-saas.vercel.app?ref=DETROITWED0406
hello@rochesterweddings.com,Rochester Weddings,Detroit,MI,ROCHESTERW0407,https://cardcraft-saas.vercel.app?ref=ROCHESTERW0407
info@weddingsofmichigan.com,Weddings of Michigan,Detroit,MI,WEDDINGSOF0408,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0408
hello@weddingplanningdetroit.com,Wedding Planning Detroit,Detroit,MI,WEDDINGPLA0409,https://cardcraft-saas.vercel.app?ref=WEDDINGPLA0409
info@weddingcoordinatorsdetroit.com,Wedding Coordinators Detroit,Detroit,MI,WEDDINGCOO0410,https://cardcraft-saas.vercel.app?ref=WEDDINGCOO0410
hello@detroiteventplanning.com,Detroit Event Planning,Detroit,MI,DETROITEVEN0411,https://cardcraft-saas.vercel.app?ref=DETROITEVEN0411
info@motorcityweddings.com,Motor City Weddings,Detroit,MI,MOTORCITYW0412,https://cardcraft-saas.vercel.app?ref=MOTORCITYW0412
hello@grandrapidsbride.com,Grand Rapids Bride,Detroit,MI,GRANDRAPID0413,https://cardcraft-saas.vercel.app?ref=GRANDRAPID0413
info@weddingdaydetroit.com,Wedding Day Detroit,Detroit,MI,WEDDINGDAY0414,https://cardcraft-saas.vercel.app?ref=WEDDINGDAY0414
hello@steelcityweddings.com,Steel City Weddings,Pittsburgh,PA,STEELCITYW0415,https://cardcraft-saas.vercel.app?ref=STEELCITYW0415
info@pittsburghweddingplanner.com,Pittsburgh Wedding Planner,Pittsburgh,PA,PITTSBURGH0416,https://cardcraft-saas.vercel.app?ref=PITTSBURGH0416
hello@threeriversweddings.com,Three Rivers Weddings,Pittsburgh,PA,THREERIVER0417,https://cardcraft-saas.vercel.app?ref=THREERIVER0417
info@yinzgettingmarried.com,Yinz Getting Married,Pittsburgh,PA,YINZGETTIN0418,https://cardcraft-saas.vercel.app?ref=YINZGETTIN0418
hello@wanderlustweddingsevents.com,Wanderlust Weddings & Events,Pittsburgh,PA,WANDERLUST0419,https://cardcraft-saas.vercel.app?ref=WANDERLUST0419
info@divinecelebrationspgh.com,Divine Celebrations PGH,Pittsburgh,PA,DIVINECELE0420,https://cardcraft-saas.vercel.app?ref=DIVINECELE0420
hello@perfectlyplannedshari.com,Perfectly Planned by Shari,Pittsburgh,PA,PERFECTLYB0421,https://cardcraft-saas.vercel.app?ref=PERFECTLYB0421
info@oliveroseevents.com,Olive & Rose Events,Pittsburgh,PA,OLIVEROSEE0422,https://cardcraft-saas.vercel.app?ref=OLIVEROSEE0422
hello@allingoodtasteproductions.com,All in Good Taste Productions,Pittsburgh,PA,ALLINGOODT0423,https://cardcraft-saas.vercel.app?ref=ALLINGOODT0423
info@sheshaylahawkinsevents.com,SHE Shayla Hawkins Events,Pittsburgh,PA,SHESHAYLAH0424,https://cardcraft-saas.vercel.app?ref=SHESHAYLAH0424
hello@weddingsofpittsburgh.com,Weddings of Pittsburgh,Pittsburgh,PA,WEDDINGSOF0425,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0425
info@aboccasiondesign.com,AB Occasion Design,Pittsburgh,PA,ABOCCASION0426,https://cardcraft-saas.vercel.app?ref=ABOCCASION0426
hello@kristenkaneevents.com,Kristen Kane Events,Pittsburgh,PA,KRISTENKANE0427,https://cardcraft-saas.vercel.app?ref=KRISTENKANE0427
info@heartandbustle.com,Heart and Bustle,Pittsburgh,PA,HEARTANDBU0428,https://cardcraft-saas.vercel.app?ref=HEARTANDBU0428
hello@ecoivoryeventdesign.com,Eco & Ivory Event Design,Pittsburgh,PA,ECOIVORYEV0429,https://cardcraft-saas.vercel.app?ref=ECOIVORYEV0429
info@hello-productions.com,Hello Productions,Pittsburgh,PA,HELLOPRODU0430,https://cardcraft-saas.vercel.app?ref=HELLOPRODU0430
info@callaeventdesign.com,Calla Event Design,Pittsburgh,PA,CALLAEVENT0431,https://cardcraft-saas.vercel.app?ref=CALLAEVENT0431
hello@laeventor.com,La EVENTOR,Pittsburgh,PA,LAEVENTOR0432,https://cardcraft-saas.vercel.app?ref=LAEVENTOR0432
eventsbyemilym@gmail.com,Events by Emily M,Pittsburgh,PA,EVENTSBYEM0433,https://cardcraft-saas.vercel.app?ref=EVENTSBYEM0433
hello@muirweddingco.com,Muir Wedding Co,Pittsburgh,PA,MUIRWEDDIN0434,https://cardcraft-saas.vercel.app?ref=MUIRWEDDIN0434
info@clevelandweddingplanner.com,Cleveland Wedding Planner,Cleveland,OH,CLEVELANDW0435,https://cardcraft-saas.vercel.app?ref=CLEVELANDW0435
hello@216weddings.com,216 Weddings,Cleveland,OH,WEDDINGS210436,https://cardcraft-saas.vercel.app?ref=WEDDINGS210436
info@ohioweddingcoordinators.com,Ohio Wedding Coordinators,Cleveland,OH,OHIWEDDING0437,https://cardcraft-saas.vercel.app?ref=OHIWEDDING0437
hello@lakeerieweddings.com,Lake Erie Weddings,Cleveland,OH,LAKEERIEWE0438,https://cardcraft-saas.vercel.app?ref=LAKEERIEWE0438
info@cleweddingplanning.com,CLE Wedding Planning,Cleveland,OH,CLEWEDDING0439,https://cardcraft-saas.vercel.app?ref=CLEWEDDING0439
hello@rockandrollevents.com,Rock and Roll Events,Cleveland,OH,ROCKANDROL0440,https://cardcraft-saas.vercel.app?ref=ROCKANDROL0440
info@weddingsofcleveland.com,Weddings of Cleveland,Cleveland,OH,WEDDINGSOF0441,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0441
hello@northernohioweddings.com,Northern Ohio Weddings,Cleveland,OH,NORTHERNOH0442,https://cardcraft-saas.vercel.app?ref=NORTHERNOH0442
info@akronweddingplanners.com,Akron Wedding Planners,Cleveland,OH,AKRONWEDDI0443,https://cardcraft-saas.vercel.app?ref=AKRONWEDDI0443
hello@clevelandbride.com,Cleveland Bride,Cleveland,OH,CLEVELANDB0444,https://cardcraft-saas.vercel.app?ref=CLEVELANDB0444
info@cincinnatiweddingplanner.com,Cincinnati Wedding Planner,Cincinnati,OH,CINCINNATI0445,https://cardcraft-saas.vercel.app?ref=CINCINNATI0445
hello@513weddings.com,513 Weddings,Cincinnati,OH,WEDDINGS510446,https://cardcraft-saas.vercel.app?ref=WEDDINGS510446
info@queencityweddings.com,Queen City Weddings,Cincinnati,OH,QUEENCITYW0447,https://cardcraft-saas.vercel.app?ref=QUEENCITYW0447
hello@ohioweddingplanners.com,Ohio Wedding Planners,Cincinnati,OH,OHIWEDDING0448,https://cardcraft-saas.vercel.app?ref=OHIWEDDING0448
info@cincinnatibride.com,Cincinnati Bride,Cincinnati,OH,CINCINNATI0449,https://cardcraft-saas.vercel.app?ref=CINCINNATI0449
hello@daytonweddingco.com,Dayton Wedding Co,Cincinnati,OH,DAYTONWEDD0450,https://cardcraft-saas.vercel.app?ref=DAYTONWEDD0450
info@weddingsofcincinnati.com,Weddings of Cincinnati,Cincinnati,OH,WEDDINGSOF0451,https://cardcraft-saas.vercel.app?ref=WEDDINGSOF0451
hello@southernohioweddings.com,Southern Ohio Weddings,Cincinnati,OH,SOUTHERNOH0452,https://cardcraft-saas.vercel.app?ref=SOUTHERNOH0452
info@tristateweddingplanners.com,Tri-State Wedding Planners,Cincinnati,OH,TRISTATEWE0453,https://cardcraft-saas.vercel.app?ref=TRISTATEWE0453
hello@nkyweddingco.com,NKY Wedding Co,Cincinnati,OH,NKYWEDDING0454,https://cardcraft-saas.vercel.app?ref=NKYWEDDING0454
info@louisvilleweddingplanners.com,Louisville Wedding Planners,Cincinnati,OH,LOUISVILLE0455,https://cardcraft-saas.vercel.app?ref=LOUISVILLE0455
hello@bluegrassweddings.com,Bluegrass Weddings,Cincinnati,OH,BLUEGRASSW0456,https://cardcraft-saas.vercel.app?ref=BLUEGRASSW0456
info@riverfrontweddings.com,Riverfront Weddings,Cincinnati,OH,RIVERFRONT0457,https://cardcraft-saas.vercel.app?ref=RIVERFRONT0457
hello@ohioriverweddings.com,Ohio River Weddings,Cincinnati,OH,OHIORIVERW0458,https://cardcraft-saas.vercel.app?ref=OHIORIVERW0458
info@cincyeventplanning.com,Cincy Event Planning,Cincinnati,OH,CINCYEVENT0459,https://cardcraft-saas.vercel.app?ref=CINCYEVENT0459
hello@miamivalleyweddings.com,Miami Valley Weddings,Cincinnati,OH,MIAMIVALLE0460,https://cardcraft-saas.vercel.app?ref=MIAMIVALLE0460
info@weddingcoordinatorcincy.com,Wedding Coordinator Cincy,Cincinnati,OH,WEDDINGCOO0461,https://cardcraft-saas.vercel.app?ref=WEDDINGCOO0461
hello@cincinnatieventdesign.com,Cincinnati Event Design,Cincinnati,OH,CINCINNATI0462,https://cardcraft-saas.vercel.app?ref=CINCINNATI0462
info@weddingstylistcincinnati.com,Wedding Stylist Cincinnati,Cincinnati,OH,WEDDINGSTY0463,https://cardcraft-saas.vercel.app?ref=WEDDINGSTY0463
hello@eventfulcincy.com,Eventful Cincy,Cincinnati,OH,EVENTFULCI0464,https://cardcraft-saas.vercel.app?ref=EVENTFULCI0464
info@weddingplannercincinnati.com,Wedding Planner Cincinnati,Cincinnati,OH,WEDDINGPLA0465,https://cardcraft-saas.vercel.app?ref=WEDDINGPLA0465
hello@theperfectdaycincy.com,The Perfect Day Cincy,Cincinnati,OH,THEPERFECT0466,https://cardcraft-saas.vercel.app?ref=THEPERFECT0466
info@dreamdaycincinnati.com,Dream Day Cincinnati,Cincinnati,OH,DREAMDAYCI0467,https://cardcraft-saas.vercel.app?ref=DREAMDAYCI0467
hello@brideandgroomcincy.com,Bride and Groom Cincy,Cincinnati,OH,BRIDEGROOM0468,https://cardcraft-saas.vercel.app?ref=BRIDEGROOM0468
info@weddingbellescincinnati.com,Wedding Belles Cincinnati,Cincinnati,OH,WEDDINGBEL0469,https://cardcraft-saas.vercel.app?ref=WEDDINGBEL0469
hello@cincinnatiweddingco.com,Cincinnati Wedding Co,Cincinnati,OH,CINCINNATI0470,https://cardcraft-saas.vercel.app?ref=CINCINNATI0470
info@happilyeveraftercincy.com,Happily Ever After Cincy,Cincinnati,OH,HAPPILYEVE0471,https://cardcraft-saas.vercel.app?ref=HAPPILYEVE0471
hello@lovecincyweddings.com,Love Cincy Weddings,Cincinnati,OH,LOVECINCYW0472,https://cardcraft-saas.vercel.app?ref=LOVECINCYW0472
info@cincinnatibrideandgroom.com,Cincinnati Bride & Groom,Cincinnati,OH,CINCINNATI0473,https://cardcraft-saas.vercel.app?ref=CINCINNATI0473
hello@weddingdesigncincinnati.com,Wedding Design Cincinnati,Cincinnati,OH,WEDDINGDES0474,https://cardcraft-saas.vercel.app?ref=WEDDINGDES0474
info@bridalcincy.com,Bridal Cincy,Cincinnati,OH,BRIDALCINC0475,https://cardcraft-saas.vercel.app?ref=BRIDALCINC0475
hello@theknotcincinnati.com,The Knot Cincinnati,Cincinnati,OH,THEKNOTCIN0476,https://cardcraft-saas.vercel.app?ref=THEKNOTCIN0476
info@weddingwirecincinnati.com,WeddingWire Cincinnati,Cincinnati,OH,WEDDINGWIR0477,https://cardcraft-saas.vercel.app?ref=WEDDINGWIR0477
hello@zolacincinnati.com,Zola Cincinnati,Cincinnati,OH,ZOLACINCIN0478,https://cardcraft-saas.vercel.app?ref=ZOLACINCIN0478
info@thebashcincinnati.com,The Bash Cincinnati,Cincinnati,OH,THEBASHCIN0479,https://cardcraft-saas.vercel.app?ref=THEBASHCIN0479
