email,company,city,region,referral_code,referral_link
info@petpromjamaica.com,Petals & Promises Jamaica,Kingston,Jamaica,PETPROMJ0928,https://cardcraft-saas.vercel.app?ref=PETPROMJ0928
info@tiediknot.com,Tie Di Knot Weddings,Jamaica,Jamaica,TIEDIKNOT0929,https://cardcraft-saas.vercel.app?ref=TIEDIKNOT0929
info@zedojevents.com,Zedoj Events,Jamaica,Jamaica,ZEDOJEVE0930,https://cardcraft-saas.vercel.app?ref=ZEDOJEVE0930
info@jenniferborghevents.com,Jennifer Borgh Events,Jamaica,Jamaica,JENNIFER0931,https://cardcraft-saas.vercel.app?ref=JENNIFER0931
info@bandooevents.com,Bandoo Events Solutions,Montego Bay,Jamaica,BANDOOEV0932,https://cardcraft-saas.vercel.app?ref=BANDOOEV0932
weddings@couples.com,Couples Resorts Weddings,Jamaica,Jamaica,COUPLESW0933,https://cardcraft-saas.vercel.app?ref=COUPLESW0933
hello@chicbahamasweddings.com,Chic Bahamas Weddings,Nassau,Bahamas,CHICBAHA0934,https://cardcraft-saas.vercel.app?ref=CHICBAHA0934
info@weddingsinthebahamas.com,Weddings in the Bahamas,Nassau,Bahamas,WEDSINBA0935,https://cardcraft-saas.vercel.app?ref=WEDSINBA0935
glenn@bahamaspackagewedding.com,Bahamas Package Weddings,Nassau,Bahamas,BAHAMAPW0936,https://cardcraft-saas.vercel.app?ref=BAHAMAPW0936
info@bahamasweddingplanner.com,Bahamas Wedding Planner,Nassau,Bahamas,BAHAMWPL0937,https://cardcraft-saas.vercel.app?ref=BAHAMWPL0937
info@exumaweddings.com,Exuma Weddings,Exuma,Bahamas,EXUMAWED0938,https://cardcraft-saas.vercel.app?ref=EXUMAWED0938
info@harbourislandweddings.com,Harbour Island Weddings,Harbour Island,Bahamas,HARBOURI0939,https://cardcraft-saas.vercel.app?ref=HARBOURI0939
caribbeanwedding1@gmail.com,Caribbean Wedding & Events Agency,Punta Cana,Dominican Republic,CARIBWED0940,https://cardcraft-saas.vercel.app?ref=CARIBWED0940
info@weddingplannerpuntacana.com,ML Weddings & Events,Punta Cana,Dominican Republic,MLWEDDIN0941,https://cardcraft-saas.vercel.app?ref=MLWEDDIN0941
info@jennifercagency.com,Jennifer C Agency,Punta Cana,Dominican Republic,JENNIFC0942,https://cardcraft-saas.vercel.app?ref=JENNIFC0942
info@puntacanaweddings.com,Punta Cana Weddings,Punta Cana,Dominican Republic,PUNTACAN0943,https://cardcraft-saas.vercel.app?ref=PUNTACAN0943
info@dideashow.com,DIDEA Weddings,Punta Cana,Dominican Republic,DIDEAWE0944,https://cardcraft-saas.vercel.app?ref=DIDEAWE0944
info@novellaweddings.com,Novella Wedding Planner,Santo Domingo,Dominican Republic,NOVELLAP0945,https://cardcraft-saas.vercel.app?ref=NOVELLAP0945
info@valentinaweddingdesign.com,Valentina Wedding Design,Punta Cana,Dominican Republic,VALENTIN0946,https://cardcraft-saas.vercel.app?ref=VALENTIN0946
info@destinationweddingeeze.com,Destination Wedding Eeze,Punta Cana,Dominican Republic,DESTWEDE0947,https://cardcraft-saas.vercel.app?ref=DESTWEDE0947
info@casadecampoweddings.com,Casa de Campo Weddings,La Romana,Dominican Republic,CASADECAMP0948,https://cardcraft-saas.vercel.app?ref=CASADECAMP0948
info@samanaweddings.com,Samana Weddings,Samana,Dominican Republic,SAMANAW0949,https://cardcraft-saas.vercel.app?ref=SAMANAW0949
info@capcanaweddings.com,Cap Cana Weddings,Cap Cana,Dominican Republic,CAPCANA0950,https://cardcraft-saas.vercel.app?ref=CAPCANA0950
