email,company,city,region,referral_code,referral_link
info@engagedwithnora.com,Engaged With Nora,Cleveland, OH,ENGAGEDWIT0666,https://cardcraft-saas.vercel.app?ref=ENGAGEDWIT0666
info@everlastingbondweddings.com,Everlasting Bond Wedding Coordination,Cleveland, OH,EVERLASTIN0667,https://cardcraft-saas.vercel.app?ref=EVERLASTIN0667
info@ohhelloeventplanning.com,Oh Hello Event Planning,Cleveland, OH,OHHELLOEVE0668,https://cardcraft-saas.vercel.app?ref=OHHELLOEVE0668
info@withloveplanning.com,With Love Wedding Planning,Cleveland, OH,WITHLOVEPL0669,https://cardcraft-saas.vercel.app?ref=WITHLOVEPL0669
info@auburnandivorycreative.com,Auburn and Ivory,Columbus, OH,AUBURNIVOR0670,https://cardcraft-saas.vercel.app?ref=AUBURNIVOR0670
info@finerthingsevents.com,Finer Things Event Planning,Columbus, OH,FINERTHINGS0671,https://cardcraft-saas.vercel.app?ref=FINERTHINGS0671
info@savvyjaneplanning.com,Savvy Jane Planning,Columbus, OH,SAVVYJANE0672,https://cardcraft-saas.vercel.app?ref=SAVVYJANE0672
info@mmjevents.com,MMJ Events,Columbus, OH,MMJEVENTS0673,https://cardcraft-saas.vercel.app?ref=MMJEVENTS0673
info@cherylbrookeevents.com,Cheryl Brooke Events,Columbus, OH,CHERYLBROO0674,https://cardcraft-saas.vercel.app?ref=CHERYLBROO0674
info@luveventsindy.com,Luva Events,Indianapolis, IN,LUVAEVENTS0675,https://cardcraft-saas.vercel.app?ref=LUVAEVENTS0675
info@thedebonairevents.com,The Debonair,Indianapolis, IN,DEBONAIREV0676,https://cardcraft-saas.vercel.app?ref=DEBONAIREV0676
info@perfectlyplannedllc.com,Perfectly Planned LLC,Indianapolis, IN,PERFECTLYP0677,https://cardcraft-saas.vercel.app?ref=PERFECTLYP0677
info@bellagala.com,Bellagala Wedding Planners,Indianapolis, IN,BELLAGALAW0678,https://cardcraft-saas.vercel.app?ref=BELLAGALAW0678
info@lisavanhorton.com,Lisa VanHorton Events,Indianapolis, IN,LISAVANHOR0679,https://cardcraft-saas.vercel.app?ref=LISAVANHOR0679
hello@fetenashville.com,Fête Nashville,Nashville, TN,FTENASHVIL0680,https://cardcraft-saas.vercel.app?ref=FTENASHVIL0680
jbubisevents@yahoo.com,Jayne Bubis Events,Nashville, TN,JAYNEBUBIS0681,https://cardcraft-saas.vercel.app?ref=JAYNEBUBIS0681
lauren@oliveandivyevents.com,Olive & Ivy Events,Nashville, TN,OLIVEIVYEV0682,https://cardcraft-saas.vercel.app?ref=OLIVEIVYEV0682
info@chanceycharmweddings.com,Chancey Charm Nashville,Nashville, TN,CHANCEYCHA0683,https://cardcraft-saas.vercel.app?ref=CHANCEYCHA0683
info@elizabethawrightevents.com,Elizabeth A. Wright Events,Nashville, TN,ELIZABETHW0684,https://cardcraft-saas.vercel.app?ref=ELIZABETHW0684
info@elliottsevents.com,Elliott Events,Nashville, TN,ELLIOTTEVE0685,https://cardcraft-saas.vercel.app?ref=ELLIOTTEVE0685
info@analeaweddingco.com,Analea Wedding Co,Nashville, TN,ANALEAWED0686,https://cardcraft-saas.vercel.app?ref=ANALEAWED0686
info@thegettogetherevents.com,The Get Together Events Co.,Nashville, TN,GETTOGETHE0687,https://cardcraft-saas.vercel.app?ref=GETTOGETHE0687
info@kelseygrayevents.com,Kelsey Gray Events,Nashville, TN,KELSEYGRAY0688,https://cardcraft-saas.vercel.app?ref=KELSEYGRAY0688
info@eleventenevents.com,Eleven Ten Events,Nashville, TN,ELEVENTENE0689,https://cardcraft-saas.vercel.app?ref=ELEVENTENE0689
info@hardinhouse.com,The Hardin House,Memphis, TN,HARDINHOUS0690,https://cardcraft-saas.vercel.app?ref=HARDINHOUS0690
info@pineappleprocessions.com,Pineapple Processions,Memphis, TN,PINEAPPLEP0691,https://cardcraft-saas.vercel.app?ref=PINEAPPLEP0691
info@bettmade.com,Betts Made,Memphis, TN,BETTSMADE0692,https://cardcraft-saas.vercel.app?ref=BETTSMADE0692
info@southerneventplanners.com,Southern Event Planners,Memphis, TN,SOUTHERNEP0693,https://cardcraft-saas.vercel.app?ref=SOUTHERNEP0693
info@whitejasmineevents.com,White Jasmine Events,Memphis, TN,WHITEJASMI0694,https://cardcraft-saas.vercel.app?ref=WHITEJASMI0694
info@makershousecreative.com,Makers House Creative,Louisville, KY,MAKERSHOUS0695,https://cardcraft-saas.vercel.app?ref=MAKERSHOUS0695
info@whitecatwed.com,White Cat Weddings,Louisville, KY,WHITECATWE0696,https://cardcraft-saas.vercel.app?ref=WHITECATWE0696
info@louisvilleweddingplanner.com,Louisville Wedding Planner,Louisville, KY,LOUISVILLE0697,https://cardcraft-saas.vercel.app?ref=LOUISVILLE0697
info@belleoftheballweddings.com,Belle of the Ball Events,Louisville, KY,BELLEOFTHE0698,https://cardcraft-saas.vercel.app?ref=BELLEOFTHE0698
info@champagnewishes.com,Champagne Wishes Wedding Planning,Louisville, KY,CHAMPAGNEW0699,https://cardcraft-saas.vercel.app?ref=CHAMPAGNEW0699
