email,company,city,region,referral_code,referral_link
info@lamaisondiamants.com,La Maison Diamants,Paris,France,MAISONDIA0787,https://cardcraft-saas.vercel.app?ref=MAISONDIA0787
contact@prestigeevents.fr,Prestige Events Paris,Paris,France,PRESTIGEP0788,https://cardcraft-saas.vercel.app?ref=PRESTIGEP0788
bonjour@lesmariagesdeparis.com,Les Mariages de Paris,Paris,France,MARIAGEPA0789,https://cardcraft-saas.vercel.app?ref=MARIAGEPA0789
contact@parisweddingplanner.fr,Paris Wedding Planner,Paris,France,PARISWEDP0790,https://cardcraft-saas.vercel.app?ref=PARISWEDP0790
bonjour@lamourparfait.com,L'Amour Parfait Events,Paris,France,AMOURPARF0791,https://cardcraft-saas.vercel.app?ref=AMOURPARF0791
contact@eleganceparisienne.com,Élégance Parisienne,Paris,France,ELEGANCEP0792,https://cardcraft-saas.vercel.app?ref=ELEGANCEP0792
bonjour@niceweddingplanner.com,Nice Wedding Planner,Nice,France,NICEWEDPL0793,https://cardcraft-saas.vercel.app?ref=NICEWEDPL0793
contact@cotedazurweddings.com,Côte d'Azur Weddings,Nice,France,COTEDAZUR0794,https://cardcraft-saas.vercel.app?ref=COTEDAZUR0794
bonjour@rivieraweddings.com,Riviera Weddings,Nice,France,RIVIERAWE0795,https://cardcraft-saas.vercel.app?ref=RIVIERAWE0795
info@frenchweddingplanner.fr,French Wedding Planner,Nice,France,FRENCHWED0796,https://cardcraft-saas.vercel.app?ref=FRENCHWED0796
contact@provenceweddings.com,Provence Weddings,Nice,France,PROVENCEW0797,https://cardcraft-saas.vercel.app?ref=PROVENCEW0797
bonjour@lamericaine.com,L'Américaine Events,Nice,France,AMERICAIN0798,https://cardcraft-saas.vercel.app?ref=AMERICAIN0798
contact@bluebayweddings.com,Blue Bay Weddings,Nice,France,BLUEBAYWE0799,https://cardcraft-saas.vercel.app?ref=BLUEBAYWE0799
bonjour@lesfleursdumariage.com,Les Fleurs du Mariage,Nice,France,LESFLEURS0800,https://cardcraft-saas.vercel.app?ref=LESFLEURS0800
